clip,class_name,group,E_i,fer_label,fer_intensity,O_i,od_top_class,od_track_count,M_i,Q_i,passes_gate,S_i
news_anchoring_19.mp4,news anchoring,HIGH_FACE,0.1495,neutral,MINIMAL,0.8225,person,3,0.0837,288.0,True,0.368609
news_anchoring_20.mp4,news anchoring,HIGH_FACE,0.1796,neutral,MINIMAL,0.8029,person,1,0.168,371.9,True,0.394837
gymnastics_tumbling_00.mp4,gymnastics tumbling,HIGH_MOTION,0.2019,neutral,MINIMAL,0.7456,person,7,0.9411,319.2,True,0.576982
gymnastics_tumbling_01.mp4,gymnastics tumbling,HIGH_MOTION,0.1318,neutral,MINIMAL,0.7304,person,1,1.0,479.0,True,0.558365
gymnastics_tumbling_02.mp4,gymnastics tumbling,HIGH_MOTION,0.128,neutral,MINIMAL,0.6285,person,1,0.9546,502.2,True,0.509821
gymnastics_tumbling_03.mp4,gymnastics tumbling,HIGH_MOTION,0.0601,neutral,MINIMAL,0.7746,person,6,0.9101,216.8,True,0.522664
gymnastics_tumbling_04.mp4,gymnastics tumbling,HIGH_MOTION,0.0792,neutral,MINIMAL,0.7152,person,4,0.9457,355.7,True,0.518454
gymnastics_tumbling_05.mp4,gymnastics tumbling,HIGH_MOTION,0.1313,neutral,MINIMAL,0.7254,person,5,0.926,80.0,False,0.0
gymnastics_tumbling_06.mp4,gymnastics tumbling,HIGH_MOTION,0.1574,neutral,MINIMAL,0.7506,person,3,1.0,250.6,True,0.575676
gymnastics_tumbling_07.mp4,gymnastics tumbling,HIGH_MOTION,0.1798,neutral,MINIMAL,0.7421,person,8,1.0,615.1,True,0.581645
gymnastics_tumbling_08.mp4,gymnastics tumbling,HIGH_MOTION,0.2149,neutral,MINIMAL,0.7458,person,1,0.9619,575.9,True,0.587486
gymnastics_tumbling_09.mp4,gymnastics tumbling,HIGH_MOTION,0.2221,neutral,MINIMAL,0.7403,person,7,0.9222,529.8,True,0.578522
gymnastics_tumbling_10.mp4,gymnastics tumbling,HIGH_MOTION,0.1585,neutral,MINIMAL,0.7077,person,4,0.9013,366.8,True,0.536449
gymnastics_tumbling_11.mp4,gymnastics tumbling,HIGH_MOTION,0.1163,neutral,MINIMAL,0.7545,person,4,0.9935,294.5,True,0.55897
gymnastics_tumbling_12.mp4,gymnastics tumbling,HIGH_MOTION,0.0781,neutral,MINIMAL,0.7023,person,2,0.9066,472.7,True,0.503665
gymnastics_tumbling_13.mp4,gymnastics tumbling,HIGH_MOTION,0.1852,neutral,MINIMAL,0.7456,person,8,0.9788,194.4,True,0.579745
gymnastics_tumbling_14.mp4,gymnastics tumbling,HIGH_MOTION,0.1908,neutral,MINIMAL,0.7495,person,3,0.9781,434.6,True,0.583189
gymnastics_tumbling_15.mp4,gymnastics tumbling,HIGH_MOTION,0.1605,neutral,MINIMAL,0.7403,person,5,0.951,706.1,True,0.561041
gymnastics_tumbling_16.mp4,gymnastics tumbling,HIGH_MOTION,0.1113,neutral,MINIMAL,0.7463,person,5,0.9149,554.0,True,0.53445
gymnastics_tumbling_17.mp4,gymnastics tumbling,HIGH_MOTION,0.1112,neutral,MINIMAL,0.7508,person,6,0.9668,277.7,True,0.548961
gymnastics_tumbling_18.mp4,gymnastics tumbling,HIGH_MOTION,0.2874,neutral,MINIMAL,0.7264,person,2,0.9929,574.2,True,0.617451
gymnastics_tumbling_19.mp4,gymnastics tumbling,HIGH_MOTION,0.0668,neutral,MINIMAL,0.749,person,4,0.9253,288.5,True,0.520183
gymnastics_tumbling_20.mp4,gymnastics tumbling,HIGH_MOTION,0.1125,neutral,MINIMAL,0.8501,person,3,0.992,314.1,True,0.590544
gymnastics_tumbling_21.mp4,gymnastics tumbling,HIGH_MOTION,0.138,neutral,MINIMAL,0.7657,person,6,1.0,533.0,True,0.573176
gymnastics_tumbling_22.mp4,gymnastics tumbling,HIGH_MOTION,0.1123,neutral,MINIMAL,0.7577,person,2,0.9054,237.6,True,0.536487
gymnastics_tumbling_23.mp4,gymnastics tumbling,HIGH_MOTION,0.2365,neutral,MINIMAL,0.7093,person,2,0.9806,861.2,True,0.587988
breakdancing_00.mp4,breakdancing,HIGH_MOTION,0.2476,neutral,MINIMAL,0.6253,person,3,0.9811,225.6,True,0.563151
breakdancing_01.mp4,breakdancing,HIGH_MOTION,0.1443,neutral,MINIMAL,0.7091,person,3,0.9986,644.1,True,0.555572
breakdancing_02.mp4,breakdancing,HIGH_MOTION,0.3402,neutral,MINIMAL,0.723,person,3,0.9804,459.8,True,0.634242
breakdancing_03.mp4,breakdancing,HIGH_MOTION,0.2385,neutral,MINIMAL,0.7453,person,2,0.9618,420.6,True,0.596716
breakdancing_04.mp4,breakdancing,HIGH_MOTION,0.1207,neutral,MINIMAL,0.6743,person,1,1.0,710.6,True,0.534268
breakdancing_05.mp4,breakdancing,HIGH_MOTION,0.2449,neutral,MINIMAL,0.6603,person,7,0.9559,350.2,True,0.56803
breakdancing_06.mp4,breakdancing,HIGH_MOTION,0.0942,neutral,MINIMAL,0.6962,person,3,0.8232,406.6,True,0.487148
breakdancing_07.mp4,breakdancing,HIGH_MOTION,0.2157,neutral,MINIMAL,0.6723,person,6,0.9395,671.3,True,0.556476
breakdancing_08.mp4,breakdancing,HIGH_MOTION,0.1623,neutral,MINIMAL,0.6558,person,4,1.0,222.0,True,0.544454
breakdancing_09.mp4,breakdancing,HIGH_MOTION,0.2768,neutral,MINIMAL,0.6023,person,3,1.0,379.7,True,0.571527
breakdancing_10.mp4,breakdancing,HIGH_MOTION,0.2063,neutral,MINIMAL,0.664,person,6,0.8913,473.7,True,0.537712
breakdancing_11.mp4,breakdancing,HIGH_MOTION,0.209,neutral,MINIMAL,0.6526,person,1,0.9628,497.6,True,0.552695
breakdancing_12.mp4,breakdancing,HIGH_MOTION,0.254,neutral,MINIMAL,0.6509,person,6,0.8548,674.3,True,0.543129
breakdancing_13.mp4,breakdancing,HIGH_MOTION,0.0804,neutral,MINIMAL,0.7196,person,7,0.9513,402.7,True,0.521872
breakdancing_14.mp4,breakdancing,HIGH_MOTION,0.2196,neutral,MINIMAL,0.7134,person,4,0.9438,701.9,True,0.573487
breakdancing_15.mp4,breakdancing,HIGH_MOTION,0.2553,neutral,MINIMAL,0.7061,person,5,0.8606,128.4,True,0.564434
breakdancing_16.mp4,breakdancing,HIGH_MOTION,0.0704,neutral,MINIMAL,0.6462,person,3,0.9907,695.1,True,0.502011
breakdancing_17.mp4,breakdancing,HIGH_MOTION,0.1836,neutral,MINIMAL,0.689,person,2,0.8386,476.0,True,0.524255
breakdancing_18.mp4,breakdancing,HIGH_MOTION,0.1328,neutral,MINIMAL,0.6804,person,3,0.9668,152.1,True,0.532963
breakdancing_19.mp4,breakdancing,HIGH_MOTION,0.1954,neutral,MINIMAL,0.7171,person,8,0.9095,195.4,True,0.556541
breakdancing_20.mp4,breakdancing,HIGH_MOTION,0.2393,neutral,MINIMAL,0.6989,person,1,0.903,272.6,True,0.566086
breakdancing_21.mp4,breakdancing,HIGH_MOTION,0.1947,neutral,MINIMAL,0.7493,person,4,0.9042,331.0,True,0.566173
bouncing_on_trampoline_00.mp4,bouncing on trampoline,HIGH_MOTION,0.5513,surprise,AVERAGE,0.8501,person,7,0.7224,123.1,True,0.698654
bouncing_on_trampoline_01.mp4,bouncing on trampoline,HIGH_MOTION,0.6124,surprise,AVERAGE,0.8692,person,2,0.788,535.3,True,0.746185
bouncing_on_trampoline_02.mp4,bouncing on trampoline,HIGH_MOTION,0.5622,surprise,AVERAGE,0.843,person,4,0.6286,515.2,True,0.677087
bouncing_on_trampoline_03.mp4,bouncing on trampoline,HIGH_MOTION,0.5371,surprise,AVERAGE,0.846,person,8,0.7285,192.3,True,0.693056
bouncing_on_trampoline_04.mp4,bouncing on trampoline,HIGH_MOTION,0.4947,surprise,AVERAGE,0.8424,person,2,0.6119,299.6,True,0.645713
bouncing_on_trampoline_05.mp4,bouncing on trampoline,HIGH_MOTION,0.4399,surprise,AVERAGE,0.8601,person,3,0.8032,515.6,True,0.6778
bouncing_on_trampoline_06.mp4,bouncing on trampoline,HIGH_MOTION,0.5385,surprise,AVERAGE,0.8494,person,3,0.7603,448.2,True,0.702764
bouncing_on_trampoline_07.mp4,bouncing on trampoline,HIGH_MOTION,0.5793,surprise,AVERAGE,0.8394,person,8,0.8228,455.3,True,0.731218
bouncing_on_trampoline_08.mp4,bouncing on trampoline,HIGH_MOTION,0.4781,surprise,AVERAGE,0.8905,person,6,0.7616,613.7,True,0.693314
bouncing_on_trampoline_09.mp4,bouncing on trampoline,HIGH_MOTION,0.4964,surprise,AVERAGE,0.8294,person,5,0.6962,194.7,True,0.662895
bouncing_on_trampoline_10.mp4,bouncing on trampoline,HIGH_MOTION,0.5528,surprise,AVERAGE,0.8436,person,6,0.7467,325.3,True,0.70304
skateboarding_00.mp4,skateboarding,HIGH_MOTION,0.1934,neutral,MINIMAL,0.7647,person,1,0.7059,286.7,True,0.521487
skateboarding_01.mp4,skateboarding,HIGH_MOTION,0.057,neutral,MINIMAL,0.7732,person,7,0.8414,819.9,True,0.503784
skateboarding_02.mp4,skateboarding,HIGH_MOTION,0.1844,neutral,MINIMAL,0.7333,person,1,0.8301,603.1,True,0.537956
skateboarding_03.mp4,skateboarding,HIGH_MOTION,-0.0356,neutral,MINIMAL,0.8138,person,5,0.8728,612.3,True,0.503021
skateboarding_04.mp4,skateboarding,HIGH_MOTION,0.1587,neutral,MINIMAL,0.8019,person,3,0.8461,597.5,True,0.555678
skateboarding_05.mp4,skateboarding,HIGH_MOTION,0.1409,neutral,MINIMAL,0.7407,person,3,0.9173,80.0,False,0.0
skateboarding_06.mp4,skateboarding,HIGH_MOTION,0.2444,neutral,MINIMAL,0.7795,person,1,0.9046,491.8,True,0.596728
skateboarding_07.mp4,skateboarding,HIGH_MOTION,0.1563,neutral,MINIMAL,0.8251,person,5,0.9408,686.8,True,0.586495
skateboarding_08.mp4,skateboarding,HIGH_MOTION,0.0914,neutral,MINIMAL,0.8343,person,5,0.9048,332.3,True,0.554763
skateboarding_09.mp4,skateboarding,HIGH_MOTION,0.0976,neutral,MINIMAL,0.6995,person,5,0.9349,670.3,True,0.517624
skateboarding_10.mp4,skateboarding,HIGH_MOTION,-0.0019,neutral,MINIMAL,0.8168,person,2,0.8875,607.3,True,0.507771
skateboarding_11.mp4,skateboarding,HIGH_MOTION,0.1469,neutral,MINIMAL,0.782,person,8,0.8878,140.5,True,0.554382
skateboarding_12.mp4,skateboarding,HIGH_MOTION,0.0803,neutral,MINIMAL,0.8125,person,7,0.7709,583.3,True,0.509207
skateboarding_13.mp4,skateboarding,HIGH_MOTION,0.1678,neutral,MINIMAL,0.7302,person,2,0.9696,651.2,True,0.565082
skateboarding_14.mp4,skateboarding,HIGH_MOTION,0.1981,neutral,MINIMAL,0.7928,person,1,0.8946,369.0,True,0.580377
skateboarding_15.mp4,skateboarding,HIGH_MOTION,0.2357,neutral,MINIMAL,0.7972,person,6,0.929,531.1,True,0.605572
skateboarding_16.mp4,skateboarding,HIGH_MOTION,0.078,neutral,MINIMAL,0.7386,person,3,0.7749,306.4,True,0.483459
skateboarding_17.mp4,skateboarding,HIGH_MOTION,0.1145,neutral,MINIMAL,0.798,person,6,0.8619,378.8,True,0.540575
skateboarding_18.mp4,skateboarding,HIGH_MOTION,0.0434,neutral,MINIMAL,0.7909,person,6,0.9033,218.4,True,0.520005
skateboarding_19.mp4,skateboarding,HIGH_MOTION,0.117,neutral,MINIMAL,0.785,person,6,0.8822,409.8,True,0.542086
skateboarding_20.mp4,skateboarding,HIGH_MOTION,0.0653,neutral,MINIMAL,0.7802,person,1,0.8346,563.2,True,0.507842
skateboarding_21.mp4,skateboarding,HIGH_MOTION,0.111,neutral,MINIMAL,0.7533,person,7,0.6914,987.5,True,0.480915
skateboarding_22.mp4,skateboarding,HIGH_MOTION,0.0923,neutral,MINIMAL,0.7351,person,5,0.8237,316.4,True,0.500118
skateboarding_23.mp4,skateboarding,HIGH_MOTION,0.1376,neutral,MINIMAL,0.7984,person,4,0.8808,632.3,True,0.554704
skateboarding_24.mp4,skateboarding,HIGH_MOTION,0.1675,neutral,MINIMAL,0.7751,person,3,0.8578,323.8,True,0.552725
skateboarding_25.mp4,skateboarding,HIGH_MOTION,0.0869,neutral,MINIMAL,0.7795,person,1,0.9428,766.7,True,0.543294
snowboarding_00.mp4,snowboarding,HIGH_MOTION,-0.0127,neutral,MINIMAL,0.6156,person,5,0.8656,617.0,True,0.431843
snowboarding_01.mp4,snowboarding,HIGH_MOTION,0.0289,neutral,MINIMAL,0.6401,person,7,0.9942,80.0,False,0.0
snowboarding_02.mp4,snowboarding,HIGH_MOTION,0.1815,neutral,MINIMAL,0.6064,person,7,0.8727,400.1,True,0.503009
snowboarding_03.mp4,snowboarding,HIGH_MOTION,0.0856,neutral,MINIMAL,0.6194,person,4,0.9571,471.9,True,0.490341
snowboarding_04.mp4,snowboarding,HIGH_MOTION,0.079,neutral,MINIMAL,0.5903,person,3,0.9638,357.9,True,0.47914
snowboarding_05.mp4,snowboarding,HIGH_MOTION,0.0646,neutral,MINIMAL,0.6038,person,7,0.7984,863.9,True,0.436745
snowboarding_06.mp4,snowboarding,HIGH_MOTION,0.0743,neutral,MINIMAL,0.6067,person,1,0.8632,371.3,True,0.457879
snowboarding_07.mp4,snowboarding,HIGH_MOTION,0.1034,neutral,MINIMAL,0.5666,person,4,0.8835,266.9,True,0.460513
snowboarding_08.mp4,snowboarding,HIGH_MOTION,0.1493,neutral,MINIMAL,0.6502,person,4,0.9294,390.8,True,0.519664
snowboarding_09.mp4,snowboarding,HIGH_MOTION,0.0714,neutral,MINIMAL,0.6809,person,5,0.9817,697.9,True,0.512282
snowboarding_10.mp4,snowboarding,HIGH_MOTION,0.0492,neutral,MINIMAL,0.6099,person,3,0.9075,152.4,True,0.460047
snowboarding_11.mp4,snowboarding,HIGH_MOTION,0.103,neutral,MINIMAL,0.6632,person,2,0.9514,414.6,True,0.511173
snowboarding_12.mp4,snowboarding,HIGH_MOTION,0.1426,neutral,MINIMAL,0.6654,person,7,0.8638,446.5,True,0.505842
snowboarding_13.mp4,snowboarding,HIGH_MOTION,-0.0269,neutral,MINIMAL,0.5904,person,1,0.9846,675.9,True,0.452799
snowboarding_14.mp4,snowboarding,HIGH_MOTION,0.1799,neutral,MINIMAL,0.6496,person,1,0.9732,335.8,True,0.542626
snowboarding_15.mp4,snowboarding,HIGH_MOTION,-0.0169,neutral,MINIMAL,0.6217,person,4,0.8988,794.0,True,0.442305
snowboarding_16.mp4,snowboarding,HIGH_MOTION,-0.0329,neutral,MINIMAL,0.6181,person,3,0.8999,341.6,True,0.441302
snowboarding_17.mp4,snowboarding,HIGH_MOTION,0.008,neutral,MINIMAL,0.6391,person,3,0.8801,428.3,True,0.446904
snowboarding_18.mp4,snowboarding,HIGH_MOTION,-0.0482,neutral,MINIMAL,0.6453,person,5,0.9223,535.2,True,0.456419
snowboarding_19.mp4,snowboarding,HIGH_MOTION,0.0517,neutral,MINIMAL,0.6124,person,1,0.8992,880.1,True,0.459807
springboard_diving_00.mp4,springboard diving,HIGH_MOTION,0.261,neutral,MINIMAL,0.7635,person,5,0.8643,446.6,True,0.587714
springboard_diving_01.mp4,springboard diving,HIGH_MOTION,0.1315,neutral,MINIMAL,0.7147,person,3,0.9032,384.5,True,0.528544
springboard_diving_02.mp4,springboard diving,HIGH_MOTION,0.1586,neutral,MINIMAL,0.7667,person,7,0.8339,287.6,True,0.540251
springboard_diving_03.mp4,springboard diving,HIGH_MOTION,0.0353,neutral,MINIMAL,0.7459,person,3,0.9656,762.0,True,0.516576
springboard_diving_04.mp4,springboard diving,HIGH_MOTION,0.1748,neutral,MINIMAL,0.7027,person,1,0.9865,418.3,True,0.562478
springboard_diving_05.mp4,springboard diving,HIGH_MOTION,0.1711,neutral,MINIMAL,0.6839,person,1,0.8289,471.0,True,0.51501
springboard_diving_06.mp4,springboard diving,HIGH_MOTION,0.1137,neutral,MINIMAL,0.6704,person,7,0.7953,260.1,True,0.478966
springboard_diving_07.mp4,springboard diving,HIGH_MOTION,0.1621,neutral,MINIMAL,0.7433,person,8,0.8819,564.0,True,0.545465
springboard_diving_08.mp4,springboard diving,HIGH_MOTION,0.1843,neutral,MINIMAL,0.7124,person,2,0.8419,515.3,True,0.533523
springboard_diving_09.mp4,springboard diving,HIGH_MOTION,0.1587,neutral,MINIMAL,0.6998,person,3,0.917,846.6,True,0.537648
springboard_diving_10.mp4,springboard diving,HIGH_MOTION,0.1097,neutral,MINIMAL,0.7348,person,4,0.8672,303.7,True,0.517853
springboard_diving_11.mp4,springboard diving,HIGH_MOTION,0.0849,neutral,MINIMAL,0.7525,person,6,0.875,106.8,True,0.516076
springboard_diving_12.mp4,springboard diving,HIGH_MOTION,0.3463,neutral,MINIMAL,0.684,person,7,0.8841,224.9,True,0.598947
springboard_diving_13.mp4,springboard diving,HIGH_MOTION,0.1992,neutral,MINIMAL,0.7287,person,3,0.8598,581.7,True,0.549662
springboard_diving_14.mp4,springboard diving,HIGH_MOTION,0.1721,neutral,MINIMAL,0.7239,person,8,0.8642,481.4,True,0.538256
springboard_diving_15.mp4,springboard diving,HIGH_MOTION,0.1949,neutral,MINIMAL,0.804,person,2,0.8792,421.8,True,0.579177
springboard_diving_16.mp4,springboard diving,HIGH_MOTION,0.2392,neutral,MINIMAL,0.7434,person,6,0.8842,459.5,True,0.576902
springboard_diving_17.mp4,springboard diving,HIGH_MOTION,0.1895,neutral,MINIMAL,0.7088,person,3,0.8229,375.8,True,0.529602
hurdling_00.mp4,hurdling,HIGH_MOTION,0.0415,neutral,MINIMAL,0.7594,person,4,0.8754,240.2,True,0.50126
hurdling_01.mp4,hurdling,HIGH_MOTION,0.0231,neutral,MINIMAL,0.7707,person,8,0.9617,471.4,True,0.519387
hurdling_02.mp4,hurdling,HIGH_MOTION,0.0208,neutral,MINIMAL,0.7836,person,4,0.811,493.4,True,0.485338
hurdling_03.mp4,hurdling,HIGH_MOTION,0.0385,neutral,MINIMAL,0.7912,person,2,0.9114,823.2,True,0.520159
hurdling_04.mp4,hurdling,HIGH_MOTION,0.0913,neutral,MINIMAL,0.8375,person,7,0.7442,641.0,True,0.51568
hurdling_05.mp4,hurdling,HIGH_MOTION,0.0439,neutral,MINIMAL,0.8061,person,4,0.9017,289.3,True,0.525128
hurdling_06.mp4,hurdling,HIGH_MOTION,0.1153,neutral,MINIMAL,0.7862,person,3,0.7346,359.6,True,0.504952
hurdling_07.mp4,hurdling,HIGH_MOTION,0.0343,neutral,MINIMAL,0.7371,person,3,0.8234,372.5,True,0.477531
hurdling_08.mp4,hurdling,HIGH_MOTION,0.0523,neutral,MINIMAL,0.8175,person,8,0.9184,413.1,True,0.53666
hurdling_09.mp4,hurdling,HIGH_MOTION,0.1064,neutral,MINIMAL,0.7963,person,4,0.9437,454.8,True,0.55719
hurdling_10.mp4,hurdling,HIGH_MOTION,0.0797,neutral,MINIMAL,0.7808,person,3,0.9219,230.5,True,0.535631
hurdling_11.mp4,hurdling,HIGH_MOTION,0.0411,neutral,MINIMAL,0.7606,person,5,0.9279,826.3,True,0.51461
hurdling_12.mp4,hurdling,HIGH_MOTION,0.1134,neutral,MINIMAL,0.7752,person,3,0.8794,196.6,True,0.536507
hurdling_13.mp4,hurdling,HIGH_MOTION,0.1261,neutral,MINIMAL,0.8575,person,2,0.8824,516.8,True,0.57117
hurdling_14.mp4,hurdling,HIGH_MOTION,0.0029,neutral,MINIMAL,0.8275,person,4,0.8839,494.9,True,0.511731
hurdling_15.mp4,hurdling,HIGH_MOTION,0.0299,neutral,MINIMAL,0.7987,person,4,0.7574,694.4,True,0.480826
hurdling_16.mp4,hurdling,HIGH_MOTION,0.0909,neutral,MINIMAL,0.7838,person,4,0.8343,519.7,True,0.519266
hurdling_17.mp4,hurdling,HIGH_MOTION,-0.0416,neutral,MINIMAL,0.8029,person,7,0.7509,474.6,True,0.468746
hurdling_18.mp4,hurdling,HIGH_MOTION,0.0911,neutral,MINIMAL,0.7632,person,7,0.8439,265.0,True,0.514544
rock_climbing_00.mp4,rock climbing,HIGH_MOTION,0.1822,neutral,MINIMAL,0.6415,person,2,0.7021,287.8,True,0.47291
rock_climbing_01.mp4,rock climbing,HIGH_MOTION,0.1162,neutral,MINIMAL,0.6514,person,4,0.7839,636.0,True,0.470434
rock_climbing_02.mp4,rock climbing,HIGH_MOTION,0.2512,neutral,MINIMAL,0.6512,person,5,0.7378,784.1,True,0.512871
rock_climbing_03.mp4,rock climbing,HIGH_MOTION,0.2317,neutral,MINIMAL,0.6253,person,6,0.9185,395.1,True,0.54119
rock_climbing_04.mp4,rock climbing,HIGH_MOTION,0.1815,neutral,MINIMAL,0.591,person,6,0.7614,682.1,True,0.4698
rock_climbing_05.mp4,rock climbing,HIGH_MOTION,0.0426,neutral,MINIMAL,0.629,person,8,0.8372,485.0,True,0.446521
rock_climbing_06.mp4,rock climbing,HIGH_MOTION,0.1265,neutral,MINIMAL,0.6374,person,4,0.7702,788.5,True,0.466269
rock_climbing_07.mp4,rock climbing,HIGH_MOTION,0.1215,neutral,MINIMAL,0.6609,person,2,0.8243,687.2,True,0.485965
rock_climbing_08.mp4,rock climbing,HIGH_MOTION,0.0775,neutral,MINIMAL,0.6494,person,1,0.6901,607.0,True,0.430798
rock_climbing_09.mp4,rock climbing,HIGH_MOTION,0.0202,neutral,MINIMAL,0.5895,person,1,0.7575,474.4,True,0.403798
rock_climbing_10.mp4,rock climbing,HIGH_MOTION,0.105,neutral,MINIMAL,0.6538,person,7,0.7963,112.8,True,0.469912
rock_climbing_11.mp4,rock climbing,HIGH_MOTION,0.2097,neutral,MINIMAL,0.6655,person,1,0.8125,647.3,True,0.519949
rock_climbing_12.mp4,rock climbing,HIGH_MOTION,0.2187,neutral,MINIMAL,0.6077,person,6,0.7712,389.0,True,0.492959
rock_climbing_13.mp4,rock climbing,HIGH_MOTION,0.0751,neutral,MINIMAL,0.6929,person,4,0.9387,577.4,True,0.507201
rock_climbing_14.mp4,rock climbing,HIGH_MOTION,0.1131,neutral,MINIMAL,0.6539,person,1,0.8325,481.3,True,0.482198
rock_climbing_15.mp4,rock climbing,HIGH_MOTION,0.002,neutral,MINIMAL,0.6673,person,5,0.7728,676.5,True,0.427567
rock_climbing_16.mp4,rock climbing,HIGH_MOTION,0.1974,neutral,MINIMAL,0.6295,person,3,0.8892,209.6,True,0.521589
playing_basketball_00.mp4,playing basketball,HIGH_SEMANTIC,0.1999,neutral,MINIMAL,0.8826,person,5,0.6678,463.8,True,0.555812
playing_basketball_01.mp4,playing basketball,HIGH_SEMANTIC,0.314,neutral,MINIMAL,0.8929,person,5,0.8117,622.5,True,0.64102
playing_basketball_02.mp4,playing basketball,HIGH_SEMANTIC,0.1253,neutral,MINIMAL,0.9018,person,1,0.8811,344.1,True,0.586009
playing_basketball_03.mp4,playing basketball,HIGH_SEMANTIC,0.1891,neutral,MINIMAL,0.9092,person,5,0.8166,461.5,True,0.598032
playing_basketball_04.mp4,playing basketball,HIGH_SEMANTIC,0.1838,neutral,MINIMAL,0.9856,person,4,0.8133,293.3,True,0.62178
playing_basketball_05.mp4,playing basketball,HIGH_SEMANTIC,0.2809,neutral,MINIMAL,0.9427,person,6,0.8461,376.1,True,0.65385
playing_basketball_06.mp4,playing basketball,HIGH_SEMANTIC,0.234,neutral,MINIMAL,0.963,person,2,0.7099,425.7,True,0.608115
playing_basketball_07.mp4,playing basketball,HIGH_SEMANTIC,0.1796,neutral,MINIMAL,0.8815,person,3,0.9213,418.6,True,0.610707
playing_basketball_08.mp4,playing basketball,HIGH_SEMANTIC,0.3073,neutral,MINIMAL,0.9249,person,6,0.8658,393.1,True,0.663072
playing_basketball_09.mp4,playing basketball,HIGH_SEMANTIC,0.1927,neutral,MINIMAL,0.8851,person,7,0.851,537.7,True,0.59962
playing_basketball_10.mp4,playing basketball,HIGH_SEMANTIC,0.1867,neutral,MINIMAL,0.9397,person,3,0.8836,444.6,True,0.624463
playing_basketball_11.mp4,playing basketball,HIGH_SEMANTIC,0.276,neutral,MINIMAL,0.8736,person,5,0.8159,444.1,True,0.620144
playing_basketball_12.mp4,playing basketball,HIGH_SEMANTIC,0.1999,neutral,MINIMAL,0.946,person,5,0.7843,486.2,True,0.607145
playing_basketball_13.mp4,playing basketball,HIGH_SEMANTIC,0.2417,neutral,MINIMAL,0.9628,person,4,0.9171,309.5,True,0.662924
playing_basketball_14.mp4,playing basketball,HIGH_SEMANTIC,0.3071,neutral,MINIMAL,0.8886,person,8,0.7634,580.0,True,0.624706
playing_basketball_15.mp4,playing basketball,HIGH_SEMANTIC,0.3522,neutral,MINIMAL,0.9264,person,1,0.7986,536.2,True,0.66477
playing_basketball_16.mp4,playing basketball,HIGH_SEMANTIC,0.2473,neutral,MINIMAL,0.9327,person,1,0.8038,208.7,True,0.626312
playing_basketball_17.mp4,playing basketball,HIGH_SEMANTIC,0.2571,neutral,MINIMAL,0.9482,person,6,0.7446,414.4,True,0.620875
playing_basketball_18.mp4,playing basketball,HIGH_SEMANTIC,0.2868,neutral,MINIMAL,0.9826,person,4,0.9105,566.0,True,0.686234
playing_basketball_19.mp4,playing basketball,HIGH_SEMANTIC,0.278,neutral,MINIMAL,0.9408,person,3,0.772,639.7,True,0.633502
playing_basketball_20.mp4,playing basketball,HIGH_SEMANTIC,0.1292,neutral,MINIMAL,0.9391,person,2,0.8282,507.6,True,0.587399
playing_basketball_21.mp4,playing basketball,HIGH_SEMANTIC,0.1841,neutral,MINIMAL,0.9378,person,7,0.9119,725.5,True,0.62985
playing_basketball_22.mp4,playing basketball,HIGH_SEMANTIC,0.2695,neutral,MINIMAL,0.9287,person,1,0.8723,561.5,True,0.650938
playing_basketball_23.mp4,playing basketball,HIGH_SEMANTIC,0.293,neutral,MINIMAL,0.8958,person,6,0.7632,543.8,True,0.621509
playing_basketball_24.mp4,playing basketball,HIGH_SEMANTIC,0.1969,neutral,MINIMAL,0.9012,person,6,0.8653,523.7,True,0.610495
playing_basketball_25.mp4,playing basketball,HIGH_SEMANTIC,0.1006,neutral,MINIMAL,0.9694,person,7,0.8586,410.2,True,0.594162
playing_basketball_26.mp4,playing basketball,HIGH_SEMANTIC,0.2183,neutral,MINIMAL,0.9782,person,4,0.7887,458.2,True,0.626881
playing_basketball_27.mp4,playing basketball,HIGH_SEMANTIC,0.2722,neutral,MINIMAL,0.9545,person,3,0.8741,726.3,True,0.661499
playing_tennis_00.mp4,playing tennis,HIGH_SEMANTIC,0.1326,neutral,MINIMAL,0.9319,person,2,0.7576,607.7,True,0.568592
playing_tennis_01.mp4,playing tennis,HIGH_SEMANTIC,0.2245,neutral,MINIMAL,0.8722,person,1,0.6691,711.3,True,0.562359
playing_tennis_02.mp4,playing tennis,HIGH_SEMANTIC,0.1791,neutral,MINIMAL,0.9143,person,1,0.7367,603.3,True,0.575835
playing_tennis_03.mp4,playing tennis,HIGH_SEMANTIC,0.1895,neutral,MINIMAL,0.9,person,3,0.8885,374.5,True,0.612933
playing_tennis_04.mp4,playing tennis,HIGH_SEMANTIC,0.2369,neutral,MINIMAL,0.9193,person,4,0.7545,721.2,True,0.605151
playing_tennis_05.mp4,playing tennis,HIGH_SEMANTIC,0.144,neutral,MINIMAL,0.9341,person,4,0.8296,432.0,True,0.591913
playing_tennis_06.mp4,playing tennis,HIGH_SEMANTIC,0.1019,neutral,MINIMAL,0.8986,person,6,0.7569,397.9,True,0.544496
playing_tennis_07.mp4,playing tennis,HIGH_SEMANTIC,0.2103,neutral,MINIMAL,0.867,person,5,0.6475,264.0,True,0.549422
